Original Time Series,Cycle State,next_I_R04_Gripper_Load,next_I_R01_Gripper_Load,next_label,predicted_I_R04_Gripper_Load,predicted_I_R01_Gripper_Load,predicted_label,Instruction1,Output1_from_LLM,Instruction2,Output2_1_from_LLM,Output2_2_from_LLM
[[651. 436. 100.]],2,644,263,Normal,442.42365,406.04138,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,442.42365,406.04138
[[425. 389. 100.]],8,1098,380,Normal,324.0511,399.49634,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,324.0511,399.49634
[[-112.  411.  100.]],9,118,381,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[477. 392. 100.]],6,-209,418,Normal,390.31985,403.16046,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,390.31985,403.16046
[[471. 350. 100.]],9,-965,377,Normal,410.54437,404.27872,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,410.54437,404.27872
[[603. 442. 500.]],9,629,453,"NoNose,NoBody2",600.38885,403.5699,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,600.38885,403.5699
[[662. 357. 100.]],10,692,302,Normal,253.71951,395.60757,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,253.71951,395.60757
[[249. 248. 100.]],4,310,270,Normal,166.95036,256.9017,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,166.95036,256.9017
[[1143.  392.  100.]],16,-865,388,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[321. 364. 100.]],3,184,347,Normal,195.43762,392.38504,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,195.43762,392.38504
[[293. 700. 100.]],4,285,667,Normal,42.883427,214.7915,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,42.883427,214.7915
[[643. 393. 400.]],6,624,415,NoBody2,589.37946,406.54892,NoBody2,What are the anomalies that happen in next time step?,NoBody2,What are the next sensor values associated with next time step?,589.37946,406.54892
[[-440.  350.  100.]],12,-896,380,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[633. 477. 500.]],19,643,448,"NoNose,NoBody2",627.43005,405.43695,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,627.43005,405.43695
[[689. 435. 500.]],9,682,391,"NoNose,NoBody2",662.47864,407.4038,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,662.47864,407.4038
[[688. 412. 300.]],5,516,375,NoBody1,627.38904,412.78647,NoBody1,What are the anomalies that happen in next time step?,NoBody1,What are the next sensor values associated with next time step?,627.38904,412.78647
[[-422.  353.  100.]],6,-372,147,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[549. 435. 500.]],8,538,438,"NoNose,NoBody2",536.8533,399.7648,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,536.8533,399.7648
[[-406.  157.  100.]],20,-1256,366,Normal,45.99876,384.1072,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,45.99876,384.1072
[[-604.  316.  100.]],9,227,323,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[669. 443. 200.]],15,466,464,NoNose,640.9469,417.01813,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,640.9469,417.01813
[[-976.  378.  100.]],7,284,357,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[573. 436. 100.]],1,498,440,Normal,441.69092,406.00085,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,441.69092,406.00085
[[-175.  337.  100.]],8,-946,351,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[244. 400. 100.]],8,-324,397,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[-772.  376.  100.]],11,-104,352,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[-838.  324.  100.]],9,-215,323,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[-392.  455.  100.]],9,-799,342,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[670. 393. 500.]],9,645,424,"NoNose,NoBody2",581.996,402.50085,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,581.996,402.50085
[[652. 424. 100.]],16,-1228,331,Normal,423.77383,405.0102,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,423.77383,405.0102
[[594. 511. 200.]],16,704,445,NoNose,534.2017,411.11597,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,534.2017,411.11597
[[1342.  352.  700.]],18,207,353,"NoNose,NoBody2,NoBody1",25.573282,362.79376,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,25.573282,362.79376
[[-424.  394.  100.]],8,672,338,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[358. 375. 100.]],8,-1159,352,Normal,239.15543,394.8023,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,239.15543,394.8023
[[1018.  281.  100.]],9,1188,428,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[533. 380. 700.]],17,1129,432,"NoNose,NoBody2,NoBody1",350.78543,381.01285,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,350.78543,381.01285
[[314. 450. 500.]],9,565,378,"NoNose,NoBody2",32.242203,369.7526,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,32.242203,369.7526
[[591. 456. 100.]],2,639,457,Normal,446.4729,406.26526,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,446.4729,406.26526
[[666. 408. 300.]],4,692,394,NoBody1,348.91272,318.66248,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,348.91272,318.66248
[[670. 377. 700.]],8,452,406,"NoNose,NoBody2,NoBody1",513.41205,391.43607,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,513.41205,391.43607
[[715. 411. 100.]],1,969,413,Normal,315.00653,398.99625,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,315.00653,398.99625
[[184. 349. 100.]],9,-425,253,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[440. 419. 100.]],16,-926,375,Normal,312.53818,398.85977,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,312.53818,398.85977
[[-1029.   140.   100.]],8,-827,345,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[752. 382. 100.]],9,-798,312,Normal,183.61273,391.73123,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,183.61273,391.73123
[[416. 429. 700.]],8,1220,401,"NoNose,NoBody2,NoBody1",24.80008,361.98694,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,24.80008,361.98694
[[682. 412. 500.]],14,615,446,"NoNose,NoBody2",616.7852,404.6469,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,616.7852,404.6469
[[580. 448. 500.]],8,543,454,"NoNose,NoBody2",574.2102,402.03867,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,574.2102,402.03867
[[623. 364. 500.]],9,654,403,"NoNose,NoBody2",547.09955,400.0456,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,547.09955,400.0456
[[1187.  359.  100.]],10,539,367,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[119. 372. 100.]],5,-703,399,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[646. 457. 200.]],9,849,465,NoNose,651.75977,417.61597,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,651.75977,417.61597
[[-1128.   372.   100.]],13,752,391,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[556. 352. 100.]],8,-1092,291,Normal,389.61453,403.12146,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,389.61453,403.12146
[[-317.  387.  100.]],2,835,365,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[680. 314. 500.]],9,626,367,"NoNose,NoBody2",392.37137,333.41302,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,392.37137,333.41302
[[597. 423. 200.]],8,572,450,NoNose,617.1105,415.70013,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,617.1105,415.70013
[[-252.  327.  100.]],5,397,381,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[113. 394. 100.]],12,-704,394,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[607. 444. 200.]],9,622,374,NoNose,627.2197,416.2591,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,627.2197,416.2591
[[786. 395. 100.]],14,-281,406,Normal,166.41309,390.78024,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,166.41309,390.78024
[[-1252.   388.   700.]],18,1431,403,"NoNose,NoBody2,NoBody1",26.170649,363.41708,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,26.170649,363.41708
[[506. 227. 100.]],9,-954,300,Normal,98.68096,387.0352,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,98.68096,387.0352
[[337. 484. 500.]],16,624,469,"NoNose,NoBody2",32.60515,370.13132,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,32.60515,370.13132
[[-905.  385.  100.]],9,64,337,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[725. 333. 100.]],9,1285,328,Normal,89.03032,386.5016,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,89.03032,386.5016
[[-379.  333.  700.]],9,438,375,"NoNose,NoBody2,NoBody1",25.587734,362.80884,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,25.587734,362.80884
[[552. 441. 500.]],12,595,438,"NoNose,NoBody2",539.15753,399.94186,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,539.15753,399.94186
[[630. 431. 200.]],17,558,499,NoNose,634.8726,416.68225,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,634.8726,416.68225
[[637. 339. 500.]],9,672,385,"NoNose,NoBody2",479.02164,396.12158,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,479.02164,396.12158
[[169. 381. 100.]],6,-1155,386,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[590. 406. 700.]],17,727,403,"NoNose,NoBody2,NoBody1",460.1172,387.90094,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,460.1172,387.90094
[[532. 435. 200.]],19,602,437,NoNose,539.58105,411.4134,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,539.58105,411.4134
[[680. 366. 500.]],12,648,409,"NoNose,NoBody2",504.84213,397.84406,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,504.84213,397.84406
[[630. 450. 200.]],15,724,465,NoNose,642.78973,417.12,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,642.78973,417.12
[[528. 475. 200.]],8,592,452,NoNose,467.69308,407.43857,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,467.69308,407.43857
[[650. 501. 500.]],15,602,281,"NoNose,NoBody2",642.06244,406.48233,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,642.06244,406.48233
[[-541.  495.  100.]],8,-149,371,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[676. 394. 700.]],10,669,424,"NoNose,NoBody2,NoBody1",534.76434,392.8576,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,534.76434,392.8576
[[-1123.   388.   100.]],13,-314,370,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[573. 470. 500.]],20,532,480,"NoNose,NoBody2",560.8258,401.38678,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,560.8258,401.38678
[[626. 432. 200.]],11,674,470,NoNose,634.4638,416.65964,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,634.4638,416.65964
[[650. 446. 500.]],11,672,458,"NoNose,NoBody2",651.1566,406.60455,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,651.1566,406.60455
[[724. 450. 200.]],14,634,463,NoNose,622.3659,415.99072,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,622.3659,415.99072
[[306. 668. 200.]],21,291,663,NoNose,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[503. 431. 500.]],8,597,471,"NoNose,NoBody2",452.60452,394.8824,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,452.60452,394.8824
[[821. 312. 100.]],9,194,387,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[683. 377. 700.]],9,667,353,"NoNose,NoBody2,NoBody1",406.54398,338.2234,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,406.54398,338.2234
[[-184.  393.  100.]],14,-262,358,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[434. 388. 100.]],8,451,392,Normal,340.17456,400.38785,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,340.17456,400.38785
[[-873.  386.  100.]],17,1092,402,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[777. 406. 100.]],10,879,365,Normal,208.67847,393.11716,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,208.67847,393.11716
[[638. 404. 100.]],9,586,339,Normal,404.45615,403.94208,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,404.45615,403.94208
[[275. 415. 700.]],8,-1115,413,"NoNose,NoBody2,NoBody1",25.457296,362.67273,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,25.457296,362.67273
[[-1228.   397.   100.]],1,759,462,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[237. 363. 100.]],13,-1070,395,Normal,50.367004,384.36383,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,50.367004,384.36383
[[666. 402. 500.]],9,619,413,"NoNose,NoBody2",409.48276,339.2209,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,409.48276,339.2209
[[-1139.   336.   100.]],9,957,337,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[461. 339. 100.]],8,959,381,Normal,408.3975,404.16,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,408.3975,404.16
[[695. 443. 500.]],10,666,434,"NoNose,NoBody2",670.61127,408.00272,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,670.61127,408.00272
[[635. 422. 200.]],12,536,445,NoNose,619.7055,415.84363,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,619.7055,415.84363
[[-995.  357.  100.]],9,913,344,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[626. 430. 200.]],9,621,433,NoNose,633.61816,416.61288,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,633.61816,416.61288
[[577. 421. 500.]],8,600,443,"NoNose,NoBody2",575.4046,401.92337,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,575.4046,401.92337
[[-242.  260.  100.]],9,-138,308,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[600. 470. 100.]],6,493,281,Normal,448.7165,406.3893,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,448.7165,406.3893
[[709. 415. 200.]],9,618,415,NoNose,550.9567,412.0424,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,550.9567,412.0424
[[640. 427. 700.]],11,795,403,"NoNose,NoBody2,NoBody1",521.40826,391.9338,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,521.40826,391.9338
[[866. 437. 500.]],18,686,421,"NoNose,NoBody2",549.11316,400.84903,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,549.11316,400.84903
[[151. 369. 700.]],9,736,340,"NoNose,NoBody2,NoBody1",42.883427,214.7915,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,42.883427,214.7915
[[840. 326. 100.]],7,292,317,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[-409.  432.  200.]],9,124,437,NoNose,42.883427,214.7915,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,42.883427,214.7915
[[448. 408. 700.]],8,590,435,"NoNose,NoBody2,NoBody1",128.5882,367.7238,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,128.5882,367.7238
[[480. 362. 100.]],9,23,349,Normal,411.21832,404.31598,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,411.21832,404.31598
[[1161.  368.  100.]],11,87,377,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[1188.  253.  700.]],9,-1205,416,"NoNose,NoBody2,NoBody1",24.245405,361.40814,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,24.245405,361.40814
[[641. 429. 500.]],18,603,381,"NoNose,NoBody2",644.1148,406.05307,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,644.1148,406.05307
[[-1193.   354.   100.]],7,408,339,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[-1266.   339.   100.]],9,438,334,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[723. 376. 100.]],1,896,383,Normal,211.57043,393.27707,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,211.57043,393.27707
[[-1281.   380.   100.]],8,-888,334,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[652. 463. 200.]],11,649,437,NoNose,654.0423,417.7422,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,654.0423,417.7422
[[314. 205. 100.]],7,-1156,380,Normal,326.4075,399.62662,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,326.4075,399.62662
[[619. 467. 200.]],8,447,441,NoNose,624.1712,416.09055,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,624.1712,416.09055
[[-572.  345.  100.]],8,956,401,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[599. 446. 200.]],9,596,445,NoNose,617.34344,415.71304,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,617.34344,415.71304
[[957. 403. 200.]],9,-770,381,NoNose,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[-400.  411.  700.]],14,750,412,"NoNose,NoBody2,NoBody1",26.510687,363.7719,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,26.510687,363.7719
[[-570.  368.  100.]],16,713,362,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[822. 442. 500.]],9,651,439,"NoNose,NoBody2",442.8945,350.56134,NoBody1,What are the anomalies that happen in next time step?,NoBody1,What are the next sensor values associated with next time step?,442.8945,350.56134
[[-972.  368.  100.]],18,469,386,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[1032.  358.  100.]],9,-457,371,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[1285.  421.  200.]],12,-1107,417,NoNose,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[570. 402. 400.]],6,617,456,NoBody2,566.9582,404.89438,NoBody2,What are the anomalies that happen in next time step?,NoBody2,What are the next sensor values associated with next time step?,566.9582,404.89438
[[687. 432. 500.]],8,464,317,"NoNose,NoBody2",658.24915,407.12415,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,658.24915,407.12415
[[207. 368. 700.]],17,-651,305,"NoNose,NoBody2,NoBody1",25.710007,362.93643,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,25.710007,362.93643
[[-815.  393.  700.]],9,-639,350,"NoNose,NoBody2,NoBody1",26.652605,363.91998,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,26.652605,363.91998
[[669. 443. 500.]],12,382,482,"NoNose,NoBody2",665.93524,407.58374,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,665.93524,407.58374
[[-540.  408.  700.]],20,965,428,"NoNose,NoBody2,NoBody1",26.947273,364.22748,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,26.947273,364.22748
[[690. 434. 700.]],9,690,393,"NoNose,NoBody2,NoBody1",592.69244,396.44952,"NoNose,NoBody2,NoBody1",What are the anomalies that happen in next time step?,"NoNose,NoBody2,NoBody1",What are the next sensor values associated with next time step?,592.69244,396.44952
[[580. 507. 200.]],9,630,433,NoNose,312.5993,306.33716,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,312.5993,306.33716
[[650. 316. 200.]],9,608,442,NoNose,178.0018,260.65274,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,178.0018,260.65274
[[585. 390. 200.]],8,546,462,NoNose,586.77716,414.02295,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,586.77716,414.02295
[[-1260.   355.   100.]],10,-886,316,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[658. 345. 500.]],9,489,436,"NoNose,NoBody2",472.63388,395.76727,"NoNose,NoBody2",What are the anomalies that happen in next time step?,"NoNose,NoBody2",What are the next sensor values associated with next time step?,472.63388,395.76727
[[381. 375. 100.]],9,-141,279,Normal,273.1708,396.68307,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,273.1708,396.68307
[[627. 253. 100.]],8,1139,373,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[694. 436. 200.]],11,614,443,NoNose,619.0523,415.80753,NoNose,What are the anomalies that happen in next time step?,NoNose,What are the next sensor values associated with next time step?,619.0523,415.80753
[[-1091.   182.   100.]],8,181,391,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
[[981. 407. 100.]],13,-1222,399,Normal,46.014015,384.12314,Normal,What are the anomalies that happen in next time step?,Normal,What are the next sensor values associated with next time step?,46.014015,384.12314
